data/LR/train/LR/02. Cafe/color/in_02_160315_161118_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_02_160315_161118_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_02_160315_161129_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_02_160315_161129_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_02_160315_162238_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_02_160315_162238_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_02_160315_163015_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_02_160315_163015_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173218_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173218_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173402_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173402_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173843_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173843_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173851_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173851_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173858_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173858_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173909_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173909_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173916_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173916_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173922_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173922_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173938_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173938_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174005_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174005_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174019_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174019_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174050_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174050_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174052_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174052_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174053_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174053_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174056_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174056_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_174116_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_174116_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_181131_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_181131_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_181151_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_181151_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_181310_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_181310_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_183028_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_183028_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_183202_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_183202_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_01_160322_142654_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_01_160322_142654_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_02_160315_152333_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_02_160315_152333_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_173931_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_173931_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_183215_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_183215_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155659_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155659_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160338_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160338_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160715_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160715_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161144_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161144_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161741_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161741_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163912_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163912_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_145646_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_145646_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_183231_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_183231_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_183240_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_183240_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160125_183248_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160125_183248_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155313_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155313_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155315_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155315_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155328_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155328_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155559_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155559_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155621_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155621_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155628_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155628_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155631_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155631_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155637_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155637_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155644_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155644_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155653_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155653_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155705_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155705_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155711_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155711_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155730_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155730_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155757_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155757_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_155950_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_155950_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160122_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160122_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160133_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160133_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160150_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160150_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160233_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160233_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160236_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160236_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160249_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160249_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160309_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160309_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160322_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160322_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160403_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160403_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160420_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160420_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160443_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160443_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160457_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160457_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160538_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160538_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160541_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160541_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160549_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160549_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160557_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160557_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160615_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160615_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160635_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160635_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160648_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160648_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160658_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160658_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160707_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160707_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160733_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160733_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160740_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160740_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160834_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160834_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160857_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160857_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160908_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160908_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160916_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160916_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_160923_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_160923_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161022_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161022_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161033_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161033_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161046_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161046_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161101_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161101_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161111_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161111_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161129_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161129_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161159_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161159_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161212_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161212_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161223_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161223_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161231_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161231_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161240_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161240_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161254_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161254_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161317_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161317_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161421_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161421_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161444_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161444_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161726_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161726_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161727_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161727_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161731_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161731_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161732_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161732_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161745_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161745_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161754_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161754_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161758_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161758_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161801_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161801_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161808_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161808_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161816_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161816_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161834_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161834_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_161848_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_161848_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163601_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163601_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163620_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163620_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163730_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163730_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163746_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163746_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163807_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163807_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_163925_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_163925_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_164000_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_164000_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160128_164841_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160128_164841_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_142342_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_142342_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_143029_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_143029_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_143344_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_143344_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_143512_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_143512_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_143616_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_143616_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_143618_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_143618_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_143719_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_143719_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_144513_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_144513_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_145531_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_145531_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_145628_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_145628_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_145908_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_145908_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_150205_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_150205_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_150238_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_150238_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_151051_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_151051_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_152204_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_152204_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160204_152248_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160204_152248_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_171711_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_171711_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_171738_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_171738_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_172614_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_172614_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_173030_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_173030_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_174408_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_174408_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_175140_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_175140_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_180329_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_180329_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_180414_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_180414_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_180733_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_180733_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_180851_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_180851_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_180914_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_180914_depth_vi.png
data/LR/train/LR/02. Cafe/color/in_03_160217_180958_c.png,data/LR/train/LR/02. Cafe/depth_vi/in_03_160217_180958_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_00_160321_124349_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_00_160321_124349_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_145146_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_145146_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_145235_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_145235_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_145350_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_145350_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_145442_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_145442_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_145637_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_145637_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_145939_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_145939_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_150623_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_150623_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_151742_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_151742_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_151925_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_151925_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_155320_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_155320_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_163002_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_163002_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_163108_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_163108_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_163543_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_163543_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_163912_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_163912_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_164008_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_164008_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_164119_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_164119_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_164213_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_164213_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_164323_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_164323_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_164923_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_164923_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160128_165041_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160128_165041_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_162003_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_162003_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_163133_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_163133_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_163334_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_163334_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_163500_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_163500_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_165835_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_165835_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_165959_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_165959_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_170817_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_170817_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_171009_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_171009_depth_vi.png
data/LR/train/LR/03. Classroom/color/in_01_160215_171153_c.png,data/LR/train/LR/03. Classroom/depth_vi/in_01_160215_171153_depth_vi.png
